ID,name,category,close_date,amount
1269,Archbishop Lyke School_OH_01058071,E-Rate Services,10/12/2022,2000
1269,Archbishop Lyke School_OH_01058071,Managed Services,3/14/2023,443.74
1269,Archbishop Lyke School_OH_01058071,Managed Services,7/10/2023,21009
1269,Archbishop Lyke School_OH_01058071,E-Rate Services,7/10/2023,3000
1269,Archbishop Lyke School_OH_01058071,Shield,10/11/2023,356.25
1269,Archbishop Lyke School_OH_01058071,Managed Services,10/18/2024,21429
1269,Archbishop Lyke School_OH_01058071,E-Rate Services,10/18/2024,3000
1269,Archbishop Lyke School_OH_01058071,Managed Services,10/28/2025,22500.45
1269,Archbishop Lyke School_OH_01058071,E-Rate Services,10/28/2025,3000
4407,Banyan High School,Shield,10/7/2025,1508
4407,Banyan High School,Shield,10/30/2025,1909.48
4407,Banyan High School,Shield,10/30/2025,565.5
4407,Banyan High School,Managed Services,6/30/2025,22057
4407,Banyan High School,MS - Special Projects,6/30/2025,21625.95
4407,Banyan High School,Shield,7/2/2025,38784.25
4407,Banyan High School,Shield,7/2/2025,105111.02
4407,Banyan High School,E-Rate Services,6/25/2025,3000
4407,Banyan High School,Protect,6/30/2025,1807.5
420,BATAVIA Local Schools_OH_0046300,Managed Services,6/6/2023,201079.68
420,BATAVIA Local Schools_OH_0046300,Managed Services,6/30/2023,190550
420,BATAVIA Local Schools_OH_0046300,Shield,8/7/2024,2723.19
420,BATAVIA Local Schools_OH_0046300,Shield,10/4/2024,181.25
420,BATAVIA Local Schools_OH_0046300,Protect,4/25/2025,9390
420,BATAVIA Local Schools_OH_0046300,Shield,2/3/2025,1721.88
420,BATAVIA Local Schools_OH_0046300,Managed Services,5/23/2025,196266.48
533,Clearview Durling Middle School_OH_0008896,Managed Services,1/17/2023,168.75
425,Clearview Local Schools_OH_0048132,Protect,2/21/2023,11000
425,Clearview Local Schools_OH_0048132,Managed Services,2/21/2023,381.24
425,Clearview Local Schools_OH_0048132,Managed Services,6/26/2023,127580.88
425,Clearview Local Schools_OH_0048132,Shield,10/6/2023,99998.53
425,Clearview Local Schools_OH_0048132,Shield,10/6/2023,99777.52
425,Clearview Local Schools_OH_0048132,Shield,10/6/2023,98883.9
425,Clearview Local Schools_OH_0048132,Shield,6/17/2024,29013.54
425,Clearview Local Schools_OH_0048132,Protect,12/14/2023,4165.36
425,Clearview Local Schools_OH_0048132,E-Rate Services,3/15/2024,9000
425,Clearview Local Schools_OH_0048132,Managed Services,8/7/2024,116019.75
425,Clearview Local Schools_OH_0048132,Protect,8/28/2024,11130
425,Clearview Local Schools_OH_0048132,Learn21,8/28/2024,2494.26
425,Clearview Local Schools_OH_0048132,E-Rate Services,8/28/2024,3000
425,Clearview Local Schools_OH_0048132,Shield,6/17/2024,6742.5
425,Clearview Local Schools_OH_0048132,Shield,8/7/2024,1507.96
425,Clearview Local Schools_OH_0048132,Protect,5/2/2025,337.5
425,Clearview Local Schools_OH_0048132,Managed Services,5/2/2025,117180
425,Clearview Local Schools_OH_0048132,Protect,5/2/2025,12065
425,Clearview Local Schools_OH_0048132,Learn21,5/2/2025,2156.03
425,Clearview Local Schools_OH_0048132,E-Rate Services,5/2/2025,3000
426,Cleveland Central Catholic_OH_0053983,Protect,8/1/2023,6155
426,Cleveland Central Catholic_OH_0053983,Shield,8/18/2023,1693.69
426,Cleveland Central Catholic_OH_0053983,Managed Services,9/11/2023,70197.36
426,Cleveland Central Catholic_OH_0053983,E-Rate Services,8/15/2023,0
426,Cleveland Central Catholic_OH_0053983,Shield,8/18/2023,19367.05
426,Cleveland Central Catholic_OH_0053983,Shield,8/18/2023,4426.55
426,Cleveland Central Catholic_OH_0053983,Shield,8/18/2023,13318.99
426,Cleveland Central Catholic_OH_0053983,Shield,8/18/2023,3909.91
426,Cleveland Central Catholic_OH_0053983,Shield,10/11/2023,337.5
426,Cleveland Central Catholic_OH_0053983,Shield,4/5/2024,568.74
426,Cleveland Central Catholic_OH_0053983,Shield,7/1/2024,500
4423,Cleveland Metropolitan School District,Shield,10/24/2025,565.5
428,Cliff Park High School_OH_0132795,Shield,9/24/2025,1391
428,Cliff Park High School_OH_0132795,Shield,12/23/2025,939.88
428,Cliff Park High School_OH_0132795,Managed Services,11/22/2022,1195.09
428,Cliff Park High School_OH_0132795,Managed Services,12/28/2022,281.24
428,Cliff Park High School_OH_0132795,Managed Services,1/17/2023,1195.09
428,Cliff Park High School_OH_0132795,Managed Services,7/12/2023,26559.36
428,Cliff Park High School_OH_0132795,E-Rate Services,6/23/2023,3000
428,Cliff Park High School_OH_0132795,Shield,12/5/2023,605.3
428,Cliff Park High School_OH_0132795,Shield,3/15/2024,3721.25
428,Cliff Park High School_OH_0132795,Shield,4/5/2024,0
428,Cliff Park High School_OH_0132795,Managed Services,6/21/2024,27356.26
428,Cliff Park High School_OH_0132795,E-Rate Services,7/25/2024,3000
428,Cliff Park High School_OH_0132795,MS - Special Projects,6/30/2025,6733.98
428,Cliff Park High School_OH_0132795,Managed Services,7/2/2025,27903
428,Cliff Park High School_OH_0132795,Shield,7/2/2025,54885.77
428,Cliff Park High School_OH_0132795,Shield,7/2/2025,17405.46
428,Cliff Park High School_OH_0132795,E-Rate Services,6/30/2025,3000
429,Cloverleaf Local Schools_OH_0048488,Protect,7/21/2022,11000
429,Cloverleaf Local Schools_OH_0048488,Managed Services,5/1/2023,245902.44
429,Cloverleaf Local Schools_OH_0048488,Managed Services,8/18/2023,30139.2
429,Cloverleaf Local Schools_OH_0048488,Managed Services,5/9/2023,30139.2
429,Cloverleaf Local Schools_OH_0048488,Protect,9/7/2023,11000
429,Cloverleaf Local Schools_OH_0048488,Shield,5/9/2024,1108.7
429,Cloverleaf Local Schools_OH_0048488,Learn21,12/6/2024,3404.65
429,Cloverleaf Local Schools_OH_0048488,Protect,10/11/2024,14875
429,Cloverleaf Local Schools_OH_0048488,MS - Special Projects,11/27/2024,24909.82
429,Cloverleaf Local Schools_OH_0048488,Managed Services,5/13/2025,256188.24
429,Cloverleaf Local Schools_OH_0048488,Learn21,5/23/2025,3787.58
429,Cloverleaf Local Schools_OH_0048488,Managed Services,5/23/2025,25000
429,Cloverleaf Local Schools_OH_0048488,Protect,5/27/2025,13193.75
431,Columbia Local Schools_OH_0048140,Managed Services,1/17/2023,7076.7
431,Columbia Local Schools_OH_0048140,Managed Services,1/17/2023,566.23
431,Columbia Local Schools_OH_0048140,Managed Services,1/17/2023,5405
431,Columbia Local Schools_OH_0048140,Managed Services,1/17/2023,1105.48
431,Columbia Local Schools_OH_0048140,Managed Services,6/22/2023,76283.88
431,Columbia Local Schools_OH_0048140,E-Rate Services,6/22/2023,3000
431,Columbia Local Schools_OH_0048140,Shield,10/20/2023,324.98
431,Columbia Local Schools_OH_0048140,Managed Services,7/31/2024,88604.28
431,Columbia Local Schools_OH_0048140,Learn21,7/16/2024,1583.87
431,Columbia Local Schools_OH_0048140,E-Rate Services,7/8/2024,3000
431,Columbia Local Schools_OH_0048140,Protect,7/8/2024,7556
431,Columbia Local Schools_OH_0048140,Shield,10/30/2024,3270.94
431,Columbia Local Schools_OH_0048140,Shield,11/27/2024,0
431,Columbia Local Schools_OH_0048140,Shield,11/11/2024,223.74
431,Columbia Local Schools_OH_0048140,Shield,3/27/2025,6004.83
431,Columbia Local Schools_OH_0048140,Managed Services,5/23/2025,88603.92
431,Columbia Local Schools_OH_0048140,E-Rate Services,3/28/2025,3000
431,Columbia Local Schools_OH_0048140,Learn21,3/28/2025,1625.59
431,Columbia Local Schools_OH_0048140,Protect,6/18/2025,6988
431,Columbia Local Schools_OH_0048140,Shield,7/2/2025,543.75
431,Columbia Local Schools_OH_0048140,Shield,7/2/2025,2084.38
431,Columbia Local Schools_OH_0048140,Shield,7/2/2025,2084.38
431,Columbia Local Schools_OH_0048140,Shield,7/2/2025,1996.79
431,Columbia Local Schools_OH_0048140,Shield,7/2/2025,8605.06
431,Columbia Local Schools_OH_0048140,Shield,7/2/2025,8985.08
431,Columbia Local Schools_OH_0048140,E-Rate Services,7/2/2025,3000
4355,Cypress High School,Shield,9/10/2025,1970.08
4355,Cypress High School,Shield,12/23/2025,3557.96
4355,Cypress High School,Managed Services,1/17/2023,3612.48
4355,Cypress High School,Managed Services,1/17/2023,897.48
4355,Cypress High School,Shield,8/18/2023,337.5
4355,Cypress High School,Shield,8/18/2023,512.5
4355,Cypress High School,Managed Services,6/28/2023,26546.16
4355,Cypress High School,E-Rate Services,6/28/2023,3000
4355,Cypress High School,Managed Services,5/9/2023,1279.48
4355,Cypress High School,Shield,8/16/2023,0
4355,Cypress High School,Shield,10/20/2023,399.99
4355,Cypress High School,Shield,1/19/2024,168.75
4355,Cypress High School,Shield,3/15/2024,212.49
4355,Cypress High School,Managed Services,6/21/2024,27342.54
4355,Cypress High School,E-Rate Services,7/25/2024,3000
4355,Cypress High School,Managed Services,7/2/2025,28710
4355,Cypress High School,Shield,7/2/2025,3900
4355,Cypress High School,E-Rate Services,6/30/2025,3000
4426,East Central Ohio ESC,Protect,12/23/2025,5000
434,East Preparatory Academy_OH_0014147,Managed Services,1/17/2023,168.75
434,East Preparatory Academy_OH_0014147,Managed Services,6/28/2023,16843.8
434,East Preparatory Academy_OH_0014147,E-Rate Services,6/28/2023,3000
434,East Preparatory Academy_OH_0014147,Shield,8/16/2023,560.69
434,East Preparatory Academy_OH_0014147,Shield,10/20/2023,1750
434,East Preparatory Academy_OH_0014147,Shield,10/16/2023,1786.34
434,East Preparatory Academy_OH_0014147,Shield,9/29/2023,1052.44
434,East Preparatory Academy_OH_0014147,Shield,10/16/2023,337.5
434,East Preparatory Academy_OH_0014147,Shield,11/8/2023,187.5
434,East Preparatory Academy_OH_0014147,Shield,11/8/2023,999.99
434,East Preparatory Academy_OH_0014147,Shield,11/8/2023,168.75
434,East Preparatory Academy_OH_0014147,Shield,3/15/2024,275
434,East Preparatory Academy_OH_0014147,Managed Services,7/25/2024,17685.99
434,East Preparatory Academy_OH_0014147,E-Rate Services,7/25/2024,3000
434,East Preparatory Academy_OH_0014147,Shield,5/31/2024,181.25
434,East Preparatory Academy_OH_0014147,Shield,10/11/2024,181.25
434,East Preparatory Academy_OH_0014147,Shield,10/22/2024,3037.35
434,East Preparatory Academy_OH_0014147,Shield,1/3/2025,462.48
434,East Preparatory Academy_OH_0014147,Shield,1/15/2025,725
434,East Preparatory Academy_OH_0014147,Shield,1/24/2025,721.88
434,East Preparatory Academy_OH_0014147,Shield,3/12/2025,1779.63
434,East Preparatory Academy_OH_0014147,Managed Services,7/2/2025,18570
434,East Preparatory Academy_OH_0014147,Shield,7/15/2025,925.56
434,East Preparatory Academy_OH_0014147,Shield,7/15/2025,743.75
434,East Preparatory Academy_OH_0014147,E-Rate Services,6/30/2025,3000
434,East Preparatory Academy_OH_0014147,Shield,8/7/2025,1098.5
4390,Educational Service Center of Eastern Ohio,Protect,4/4/2024,9260.24
4390,Educational Service Center of Eastern Ohio,Protect,6/4/2024,570
4390,Educational Service Center of Eastern Ohio,Protect,1/30/2025,123.52
4390,Educational Service Center of Eastern Ohio,Protect,7/15/2025,2650
4358,Elyria Catholic High_OH,Educate (PD),10/28/2025,6720
4358,Elyria Catholic High_OH,Protect,10/17/2025,5440
4358,Elyria Catholic High_OH,Protect,10/18/2023,4625
4358,Elyria Catholic High_OH,Managed Services,8/29/2023,80625.72
4358,Elyria Catholic High_OH,E-Rate Services,8/14/2023,3000
4358,Elyria Catholic High_OH,Managed Services,7/3/2024,77809.68
4358,Elyria Catholic High_OH,Learn21,7/3/2024,706.26
4358,Elyria Catholic High_OH,E-Rate Services,7/3/2024,3000
4358,Elyria Catholic High_OH,Protect,10/9/2024,5021.25
4358,Elyria Catholic High_OH,Shield,7/2/2025,2404.98
4358,Elyria Catholic High_OH,Shield,1/9/2025,2999.77
4358,Elyria Catholic High_OH,Managed Services,8/13/2025,12435.36
4358,Elyria Catholic High_OH,E-Rate Services,8/13/2025,3000
4358,Elyria Catholic High_OH,Educate (PD),6/30/2025,2310
435,Emmanuel Christian Academy_OH_0120865,Managed Services,6/26/2023,34292.76
435,Emmanuel Christian Academy_OH_0120865,E-Rate Services,6/26/2023,3000
435,Emmanuel Christian Academy_OH_0120865,Protect,5/31/2024,693.16
435,Emmanuel Christian Academy_OH_0120865,Learn21,5/31/2024,268.2
435,Emmanuel Christian Academy_OH_0120865,Managed Services,6/7/2024,34979
435,Emmanuel Christian Academy_OH_0120865,E-Rate Services,5/31/2024,3000
435,Emmanuel Christian Academy_OH_0120865,Protect,8/14/2024,250
435,Emmanuel Christian Academy_OH_0120865,Educate (PD),9/23/2024,1260
435,Emmanuel Christian Academy_OH_0120865,Managed Services,5/22/2025,37405.2
435,Emmanuel Christian Academy_OH_0120865,E-Rate Services,5/22/2025,3000
435,Emmanuel Christian Academy_OH_0120865,Protect,5/27/2025,2704
2394,First Baptist Church - Medina_OH,Managed Services,6/15/2023,5000.07
2394,First Baptist Church - Medina_OH,Protect,5/1/2024,1161
2394,First Baptist Church - Medina_OH,Managed Services,5/1/2024,5000
2394,First Baptist Church - Medina_OH,Managed Services,4/25/2025,6000
2394,First Baptist Church - Medina_OH,Protect,5/27/2025,1286
4368,Franklinton Prep High School,Shield,8/29/2025,565.5
4368,Franklinton Prep High School,Managed Services,6/28/2023,17472
4368,Franklinton Prep High School,E-Rate Services,6/28/2023,3000
4368,Franklinton Prep High School,Shield,8/18/2023,2172.48
4368,Franklinton Prep High School,Shield,8/16/2023,1759.93
4368,Franklinton Prep High School,Shield,10/20/2023,1014.16
4368,Franklinton Prep High School,Managed Services,5/22/2024,17996.16
4368,Franklinton Prep High School,E-Rate Services,5/22/2024,3000
4368,Franklinton Prep High School,Managed Services,7/2/2025,18896.04
4368,Franklinton Prep High School,Shield,7/2/2025,3851.98
4368,Franklinton Prep High School,Shield,7/2/2025,362.5
4368,Franklinton Prep High School,Shield,7/14/2025,581.25
4368,Franklinton Prep High School,E-Rate Services,6/30/2025,3000
4379,Frederick Douglass High School - Euclid,Shield,11/14/2025,1785.51
4379,Frederick Douglass High School - Euclid,Shield,8/18/2023,893.74
4379,Frederick Douglass High School - Euclid,Managed Services,6/28/2023,18482.16
4379,Frederick Douglass High School - Euclid,Managed Services,6/28/2023,13707.12
4379,Frederick Douglass High School - Euclid,E-Rate Services,6/28/2023,3000
4379,Frederick Douglass High School - Euclid,Managed Services,7/5/2024,14118.46
4379,Frederick Douglass High School - Euclid,E-Rate Services,7/5/2024,3000
4379,Frederick Douglass High School - Euclid,Shield,5/31/2024,181.25
4379,Frederick Douglass High School - Euclid,Shield,8/12/2024,10904.84
4379,Frederick Douglass High School - Euclid,Shield,8/12/2024,22640
4379,Frederick Douglass High School - Euclid,Managed Services,9/13/2024,20056
4379,Frederick Douglass High School - Euclid,Shield,8/12/2024,813.75
4379,Frederick Douglass High School - Euclid,Shield,2/14/2025,868.74
4379,Frederick Douglass High School - Euclid,Managed Services,7/2/2025,21543
4341,Frederick Douglass_OH_012043,Shield,10/7/2025,377
4341,Frederick Douglass_OH_012043,Managed Services,1/17/2023,337.5
4341,Frederick Douglass_OH_012043,E-Rate Services,6/28/2023,3000
4341,Frederick Douglass_OH_012043,Shield,11/8/2023,168.75
4341,Frederick Douglass_OH_012043,Shield,1/19/2024,297.5
4341,Frederick Douglass_OH_012043,Managed Services,7/5/2024,19036.75
4341,Frederick Douglass_OH_012043,Shield,5/1/2024,1347.49
4341,Frederick Douglass_OH_012043,E-Rate Services,7/5/2024,3000
4341,Frederick Douglass_OH_012043,Shield,10/16/2024,500.63
4341,Frederick Douglass_OH_012043,Shield,1/15/2025,181.25
4341,Frederick Douglass_OH_012043,Managed Services,7/2/2025,20940.96
4341,Frederick Douglass_OH_012043,E-Rate Services,6/30/2025,3000
4382,Fusion Education Group,E-Rate Services,11/6/2023,33000
4397,Great Oaks High School,Shield,9/10/2025,2453.07
4397,Great Oaks High School,Shield,9/10/2025,94.25
4397,Great Oaks High School,Shield,11/12/2025,1605.5
4397,Great Oaks High School,Shield,10/30/2025,305.5
4397,Great Oaks High School,Shield,11/20/2025,377
4397,Great Oaks High School,Shield,8/12/2024,15138.75
4397,Great Oaks High School,Shield,5/31/2024,28417.49
4397,Great Oaks High School,Shield,8/12/2024,5466.5
4397,Great Oaks High School,Shield,8/12/2024,19568.75
4397,Great Oaks High School,Managed Services,9/13/2024,7285.44
4397,Great Oaks High School,Shield,2/28/2025,3125
4397,Great Oaks High School,Shield,3/4/2025,1843.74
4397,Great Oaks High School,Managed Services,7/2/2025,7649.04
4397,Great Oaks High School,Shield,7/2/2025,8208.51
4397,Great Oaks High School,Shield,7/14/2025,4475.18
4397,Great Oaks High School,E-Rate Services,6/30/2025,3000
4399,Heart of Ohio Classical Academy,Shield,7/16/2025,3160.63
4399,Heart of Ohio Classical Academy,Shield,7/18/2024,50548.46
4399,Heart of Ohio Classical Academy,Shield,9/10/2024,6592.97
4399,Heart of Ohio Classical Academy,Shield,11/1/2024,206.24
4399,Heart of Ohio Classical Academy,Managed Services,5/9/2025,23496.36
4399,Heart of Ohio Classical Academy,Shield,7/28/2025,3715.64
4399,Heart of Ohio Classical Academy,Shield,8/11/2025,1358.5
4399,Heart of Ohio Classical Academy,Shield,8/8/2025,1149.2
2236,Heritage Christian School_OH,Shield,10/22/2025,988
2236,Heritage Christian School_OH,Backup As A Service,11/20/2025,0
2236,Heritage Christian School_OH,Shield,8/18/2023,31068.48
2236,Heritage Christian School_OH,Managed Services,5/9/2023,41759.94
2236,Heritage Christian School_OH,E-Rate Services,6/29/2023,3000
2236,Heritage Christian School_OH,Managed Services,6/22/2023,28416
2236,Heritage Christian School_OH,Shield,10/20/2023,3772.49
2236,Heritage Christian School_OH,Shield,10/20/2023,1831.25
2236,Heritage Christian School_OH,Shield,10/20/2023,2168.75
2236,Heritage Christian School_OH,Shield,10/3/2023,1537.5
2236,Heritage Christian School_OH,Protect,4/12/2024,1525
2236,Heritage Christian School_OH,Managed Services,4/12/2024,28984.32
2236,Heritage Christian School_OH,E-Rate Services,4/24/2024,3000
2236,Heritage Christian School_OH,Shield,11/8/2024,9726.25
2236,Heritage Christian School_OH,Managed Services,5/1/2025,30521.82
2236,Heritage Christian School_OH,E-Rate Services,5/1/2025,3000
2236,Heritage Christian School_OH,Protect,5/1/2025,1755
4393,Highway Tabernacle Primary School,Managed Services,3/11/2024,7200
2406,Holy Family-Parma,Managed Services,5/15/2023,6286.32
2406,Holy Family-Parma,E-Rate Services,5/15/2023,0
2406,Holy Family-Parma,Managed Services,7/5/2024,14400
2406,Holy Family-Parma,E-Rate Services,5/1/2024,0
2406,Holy Family-Parma,E-Rate Services,7/25/2025,0
2406,Holy Family-Parma,Managed Services,6/18/2025,14736.74
439,Holy Name_OH_0055749,Protect,10/12/2023,2000
439,Holy Name_OH_0055749,Managed Services,6/25/2023,16675.92
439,Holy Name_OH_0055749,Shield,4/5/2024,543.75
439,Holy Name_OH_0055749,Managed Services,5/31/2024,17509.8
439,Holy Name_OH_0055749,Shield,5/31/2024,1486.25
439,Holy Name_OH_0055749,Shield,10/25/2024,4539.68
439,Holy Name_OH_0055749,E-Rate Services,11/20/2024,3000
439,Holy Name_OH_0055749,Shield,2/5/2025,7617.21
439,Holy Name_OH_0055749,Shield,4/11/2025,49.98
1247,Howland Local Schools_OH_050161,Managed Services,4/3/2025,125000
1247,Howland Local Schools_OH_050161,Protect,6/12/2025,18025
1247,Howland Local Schools_OH_050161,E-Rate Services,6/12/2025,3000
440,Huron City Schools_OH_0044131,Protect,8/13/2022,3875
440,Huron City Schools_OH_0044131,Managed Services,7/27/2023,124637.88
440,Huron City Schools_OH_0044131,Protect,8/22/2023,3875
440,Huron City Schools_OH_0044131,Shield,1/10/2024,65015.57
1252,Indian Valley Local Schools_OH_050286,Protect,12/5/2025,9019.12
1252,Indian Valley Local Schools_OH_050286,Managed Services,2/20/2024,128128
1252,Indian Valley Local Schools_OH_050286,Managed Services,2/20/2024,138805.29
1252,Indian Valley Local Schools_OH_050286,E-Rate Services,10/4/2024,3000
1252,Indian Valley Local Schools_OH_050286,Protect,10/28/2024,16948
1252,Indian Valley Local Schools_OH_050286,Managed Services,5/23/2025,134728.32
1252,Indian Valley Local Schools_OH_050286,E-Rate Services,5/23/2025,3000
443,James A Garfield Local Schools_OH_0049205,Protect,7/21/2022,900
4381,Jesuit High School,Managed Services,7/12/2022,15256
3048,Keystone Local_OH_048165,Shield,12/11/2025,4636.79
3048,Keystone Local_OH_048165,Shield,12/11/2025,9759.88
3048,Keystone Local_OH_048165,Shield,12/17/2025,245.7
3048,Keystone Local_OH_048165,Managed Services,4/15/2025,119522.04
3048,Keystone Local_OH_048165,Protect,4/15/2025,14600
3048,Keystone Local_OH_048165,E-Rate Services,4/15/2025,3000
3048,Keystone Local_OH_048165,Shield,7/21/2025,28930
3048,Keystone Local_OH_048165,Shield,7/21/2025,20146.44
3048,Keystone Local_OH_048165,Shield,9/18/2025,4400.52
3048,Keystone Local_OH_048165,Shield,8/11/2025,2289.99
3489,Liberty High School_OH_016849,Shield,9/16/2025,377
3489,Liberty High School_OH_016849,Managed Services,1/17/2023,187.49
3489,Liberty High School_OH_016849,Managed Services,6/28/2023,23444.28
3489,Liberty High School_OH_016849,E-Rate Services,6/28/2023,3000
3489,Liberty High School_OH_016849,Managed Services,6/21/2024,24147.61
3489,Liberty High School_OH_016849,E-Rate Services,7/25/2024,3000
3489,Liberty High School_OH_016849,Shield,8/12/2024,875
3489,Liberty High School_OH_016849,Shield,7/10/2024,875.31
3489,Liberty High School_OH_016849,Shield,11/21/2024,181.25
3489,Liberty High School_OH_016849,Shield,12/13/2024,200
3489,Liberty High School_OH_016849,Shield,3/31/2025,528.34
3489,Liberty High School_OH_016849,Managed Services,7/2/2025,24630.96
3489,Liberty High School_OH_016849,E-Rate Services,6/30/2025,3000
1198,Lowellville Local Schools_OH_048330,Protect,11/6/2025,3438.2
1198,Lowellville Local Schools_OH_048330,Managed Services,1/17/2023,2250
1198,Lowellville Local Schools_OH_048330,Backup As A Service,1/17/2023,4140
1198,Lowellville Local Schools_OH_048330,Protect,1/17/2023,2425
1198,Lowellville Local Schools_OH_048330,Protect,10/18/2023,2925
1198,Lowellville Local Schools_OH_048330,Protect,12/3/2024,3707.36
449,Marietta City Schools_OH_0044321,Protect,12/15/2025,9189
449,Marietta City Schools_OH_0044321,Protect,10/10/2023,7428.75
449,Marietta City Schools_OH_0044321,Managed Services,11/22/2022,5822.49
449,Marietta City Schools_OH_0044321,Managed Services,1/24/2023,50329.26
449,Marietta City Schools_OH_0044321,Managed Services,4/27/2023,193624.92
449,Marietta City Schools_OH_0044321,Shield,1/19/2024,3072.92
449,Marietta City Schools_OH_0044321,Shield,12/7/2023,162.5
449,Marietta City Schools_OH_0044321,Shield,12/7/2023,2372.5
449,Marietta City Schools_OH_0044321,Shield,1/25/2024,739
449,Marietta City Schools_OH_0044321,Shield,7/23/2024,2900
449,Marietta City Schools_OH_0044321,Managed Services,7/31/2024,193625
449,Marietta City Schools_OH_0044321,Learn21,8/29/2024,3427
449,Marietta City Schools_OH_0044321,Shield,5/3/2024,9275
449,Marietta City Schools_OH_0044321,Shield,7/15/2024,11350.01
449,Marietta City Schools_OH_0044321,Shield,9/30/2024,1143.75
449,Marietta City Schools_OH_0044321,Protect,10/28/2024,9189
449,Marietta City Schools_OH_0044321,Shield,11/19/2024,1963
